question,label
눈 속 땀띠,part O issue
귀 뭐가 들어갔어,part O O
귀 속에 뭔가 들어갔어,part O O O
귀 이물질이 들어갔어,part O O
귀에 뭔가 있어,part O O
귀 뭐가 들어갔어,part O O
귀 뭐 있어,part O O
귀 이물질,part issue
이물질 귀,issue part
귀 안에 열 있어,part O issue O
귀 속에 열 있어,part O issue O
귀 열 보여,part issue O
귀 안 열,part O issue
귀 속 열,part O issue
귀 안에 염증 있어,part O issue O
귀 속에 염증 있어,part O issue O
귀 염증 보여,part issue O
귀 안 염증,part O issue
귀 속 염증,part O issue
귀 안에 출혈 있어,part O issue O
귀 속에 출혈 있어,part O issue O
귀 출혈 보여,part issue O
귀 안 출혈,part O issue
귀 속 출혈,part O issue
귀 안에 멍 있어,part O issue O
귀 속에 멍 있어,part O issue O
귀 멍 보여,part issue O
귀 안 멍,part O issue
귀 속 멍,part O issue
귀 안에 화상 있어,part O issue O
귀 속에 화상 있어,part O issue O
귀 화상 보여,part issue O
귀 안 화상,part O issue
귀 속 화상,part O issue
귀 안에 동상 있어,part O issue O
귀 속에 동상 있어,part O issue O
귀 동상 보여,part issue O
귀 안 동상,part O issue
귀 속 동상,part O issue
귀 안에 골절 있어,part O issue O
귀 속에 골절 있어,part O issue O
귀 골절 보여,part issue O
귀 안 골절,part O issue
귀 속 골절,part O issue
귀 안에 부러짐 있어,part O issue O
귀 속에 부러짐 있어,part O issue O
귀 부러짐 보여,part issue O
귀 안 부러짐,part O issue
귀 속 부러짐,part O issue
귀 안에 상처 있어,part O issue O
귀 속에 상처 있어,part O issue O
귀 상처 보여,part issue O
귀 안 상처,part O issue
귀 속 상처,part O issue
귀 안에 붓기 있어,part O issue O
귀 속에 붓기 있어,part O issue O
귀 붓기 보여,part issue O
귀 안 붓기,part O issue
귀 속 붓기,part O issue
귀 안에 땀띠 있어,part O issue O
귀 속에 땀띠 있어,part O issue O
귀 땀띠 보여,part issue O
귀 안 땀띠,part O issue
귀 속 땀띠,part O issue
코 뭐가 들어갔어,part O O
코 속에 뭔가 들어갔어,part O O O
코 이물질이 들어갔어,part O O
코에 뭔가 있어,part O O
코 뭐가 들어갔어,part O O
코 뭐 있어,part O O
코 이물질,part issue
이물질 코,issue part
코 안에 열 있어,part O issue O
코 속에 열 있어,part O issue O
코 열 보여,part issue O
코 안 열,part O issue
코 속 열,part O issue
코 안에 염증 있어,part O issue O
코 속에 염증 있어,part O issue O
코 염증 보여,part issue O
코 안 염증,part O issue
코 속 염증,part O issue
코 안에 출혈 있어,part O issue O
코 속에 출혈 있어,part O issue O
코 출혈 보여,part issue O
코 안 출혈,part O issue
코 속 출혈,part O issue
코 안에 멍 있어,part O issue O
코 속에 멍 있어,part O issue O
코 멍 보여,part issue O
코 안 멍,part O issue
코 속 멍,part O issue
코 안에 화상 있어,part O issue O
코 속에 화상 있어,part O issue O
코 화상 보여,part issue O
코 안 화상,part O issue
코 속 화상,part O issue
코 안에 동상 있어,part O issue O
코 속에 동상 있어,part O issue O
코 동상 보여,part issue O
코 안 동상,part O issue
코 속 동상,part O issue
코 안에 골절 있어,part O issue O
코 속에 골절 있어,part O issue O
코 골절 보여,part issue O
코 안 골절,part O issue
코 속 골절,part O issue
코 안에 부러짐 있어,part O issue O
코 속에 부러짐 있어,part O issue O
코 부러짐 보여,part issue O
코 안 부러짐,part O issue
코 속 부러짐,part O issue
코 안에 상처 있어,part O issue O
코 속에 상처 있어,part O issue O
코 상처 보여,part issue O
코 안 상처,part O issue
코 속 상처,part O issue
코 안에 붓기 있어,part O issue O
코 속에 붓기 있어,part O issue O
코 붓기 보여,part issue O
코 안 붓기,part O issue
코 속 붓기,part O issue
코 안에 땀띠 있어,part O issue O
코 속에 땀띠 있어,part O issue O
코 땀띠 보여,part issue O
코 안 땀띠,part O issue
코 속 땀띠,part O issue
입 뭐가 들어갔어,part O O
입 속에 뭔가 들어갔어,part O O O
입 이물질이 들어갔어,part O O
입에 뭔가 있어,part O O
입 뭐가 들어갔어,part O O
입 뭐 있어,part O O
입 이물질,part issue
이물질 입,issue part
입 안에 열 있어,part O issue O
입 속에 열 있어,part O issue O
입 열 보여,part issue O
입 안 열,part O issue
입 속 열,part O issue
입 안에 염증 있어,part O issue O
입 속에 염증 있어,part O issue O
입 염증 보여,part issue O
입 안 염증,part O issue
입 속 염증,part O issue
입 안에 출혈 있어,part O issue O
입 속에 출혈 있어,part O issue O
입 출혈 보여,part issue O
입 안 출혈,part O issue
입 속 출혈,part O issue
입 안에 멍 있어,part O issue O
입 속에 멍 있어,part O issue O
입 멍 보여,part issue O
입 안 멍,part O issue
입 속 멍,part O issue
입 안에 화상 있어,part O issue O
입 속에 화상 있어,part O issue O
입 화상 보여,part issue O
입 안 화상,part O issue
입 속 화상,part O issue
입 안에 동상 있어,part O issue O
입 속에 동상 있어,part O issue O
입 동상 보여,part issue O
입 안 동상,part O issue
입 속 동상,part O issue
입 안에 골절 있어,part O issue O
입 속에 골절 있어,part O issue O
입 골절 보여,part issue O
입 안 골절,part O issue
입 속 골절,part O issue
입 안에 부러짐 있어,part O issue O
입 속에 부러짐 있어,part O issue O
입 부러짐 보여,part issue O
입 안 부러짐,part O issue
입 속 부러짐,part O issue
입 안에 상처 있어,part O issue O
입 속에 상처 있어,part O issue O
입 상처 보여,part issue O
입 안 상처,part O issue
입 속 상처,part O issue
입 안에 붓기 있어,part O issue O
입 속에 붓기 있어,part O issue O
입 붓기 보여,part issue O
입 안 붓기,part O issue
입 속 붓기,part O issue
입 안에 땀띠 있어,part O issue O
입 속에 땀띠 있어,part O issue O
입 땀띠 보여,part issue O
입 안 땀띠,part O issue
입 속 땀띠,part O issue
세제,issue
샴푸,issue
비누,issue
손세정제,issue
커피,issue
뼈,issue
동전,issue
독,issue
술,issue
약,issue
알약,issue
세제 삼켰어,issue O
세제 햝았어,issue O
세제 먹었어,issue O
세제 넘겼어,issue O
샴푸 삼켰어,issue O
샴푸 햝았어,issue O
샴푸 먹었어,issue O
샴푸 넘겼어,issue O
비누 삼켰어,issue O
비누 햝았어,issue O
비누 먹었어,issue O
비누 넘겼어,issue O
손세정제 삼켰어,issue O
손세정제 햝았어,issue O
손세정제 먹었어,issue O
손세정제 넘겼어,issue O
커피 삼켰어,issue O
커피 햝았어,issue O
커피 먹었어,issue O
커피 넘겼어,issue O
뼈 삼켰어,issue O
뼈 햝았어,issue O
뼈 먹었어,issue O
뼈 넘겼어,issue O
동전 삼켰어,issue O
동전 햝았어,issue O
동전 먹었어,issue O
동전 넘겼어,issue O
독 삼켰어,issue O
독 햝았어,issue O
독 먹었어,issue O
독 넘겼어,issue O
술 삼켰어,issue O
술 햝았어,issue O
술 먹었어,issue O
술 넘겼어,issue O
약 삼켰어,issue O
약 햝았어,issue O
약 먹었어,issue O
약 넘겼어,issue O
알약 삼켰어,issue O
알약 햝았어,issue O
알약 먹었어,issue O
알약 넘겼어,issue O
숨 안 쉬어,issue O O
호흡 안 해,issue O O
인공호흡 알려줘,issue O
숨 어떻게 쉬어,issue O O
벌레 물렸어,issue O
벌레 물린 것 같아,issue O O O
천식 있어,issue O
천식 있는 것 같아,issue O O O
천식 증상,issue O
천식 증상 알려줘,issue O O
천식 이면 어때,issue O O
천식 어떡해,issue O
천식 어떻게 해,issue O O
천식,issue
일사병 있어,issue O
일사병 있는 것 같아,issue O O O
일사병 증상,issue O
일사병 증상 알려줘,issue O O
일사병 이면 어때,issue O O
일사병 어떡해,issue O
일사병 어떻게 해,issue O O
일사병,issue
기관지염 있어,issue O
기관지염 있는 것 같아,issue O O O
기관지염 증상,issue O
기관지염 증상 알려줘,issue O O
기관지염 이면 어때,issue O O
기관지염 어떡해,issue O
기관지염 어떻게 해,issue O O
기관지염,issue
가래 있어,issue O
가래 있는 것 같아,issue O O O
가래 증상,issue O
가래 증상 알려줘,issue O O
가래 이면 어때,issue O O
가래 어떡해,issue O
가래 어떻게 해,issue O O
가래,issue
폐렴 있어,issue O
폐렴 있는 것 같아,issue O O O
폐렴 증상,issue O
폐렴 증상 알려줘,issue O O
폐렴 이면 어때,issue O O
폐렴 어떡해,issue O
폐렴 어떻게 해,issue O O
폐렴,issue
감기 있어,issue O
감기 있는 것 같아,issue O O O
감기 증상,issue O
감기 증상 알려줘,issue O O
감기 이면 어때,issue O O
감기 어떡해,issue O
감기 어떻게 해,issue O O
감기,issue
설사 있어,issue O
설사 있는 것 같아,issue O O O
설사 증상,issue O
설사 증상 알려줘,issue O O
설사 이면 어때,issue O O
설사 어떡해,issue O
설사 어떻게 해,issue O O
설사,issue
눈곱,issue
아기 눈곱,O issue
아이 눈곱,O issue
눈곱이 있어,issue O
눈곱 어떻게 해,issue O O
눈곱 어떡해,issue O
